# Format: Parrent:IsRoot?:Child:Child:Child:(...)
Hike:true:Day 1:Day 2:Day 3:Day 4:Day 5
Location:true:Cabin:Glacier:Cave:Oasis:Mountain:River:Hot Spring:Lakes:Canyon
Cabin:false:Hrafntinnusker:Hvanngil:Emstrur:Thorsmork
Glacier:false:Eyjafjallajokull:Steinsholtsjokull:Myrdalsjokull
Cave:false:Songhellir:Snorrariki
Oasis:false:Landmannalaugar:Langidalur
Mountain:false:Sodull:Unicorn:Katla:Utigonguhofdar:Storkonufell:Blahnukur:Haskerdingur:Svartihryggur:Valahnukur:Utigonguhofdi:Hattafell
River:false:Markarfljot:Krossa:Fremri Emstrua:Blafjallakvisl:Thronga
Hot Spring:false:Brennisteinsalda:Storihver
Lakes:false:Alftavatn
Canyon:false:Markarfljotsgljufur:Slyppugil:Bjorgil
Geology:true:Flint:Liparit:Lava:Ash
Object:true:Gear:Entertainment:Vehicle
Gear:false:Backpack:Hiking boots:Compass:GPS:Camera:Tent:Medical:Sign
Entertainment:false:Dinosaur:Ball:Frisbee:Candy:Food:Flowers
Vehicle:false:Car:Airplane:Bus:Luggage Truck
Events:true:Day 1:Day 2:Day 3:Day 4:Day 5
Day 1:false:Bathing:First Warmup:Red clay faces:Rain Break:Foot Path Construction:Frisbee
Day 2:false:White Clay Faces:Ice Cave:Alftavatn:Wading Geithalskvisl:Wading Blafjallakvisl
Day 3:false:The Dressmann Contest:Dodgeball:Break - Asa's injury:Rolling in the Ash
Day 4:false:Crossing that Bridge:Wading Thronga:Break in the Ash
Day 5:false:The Flower Contest:Football:Climbing Snorri's Kingdom:Riding the Rapids
People:true:Adults:Kids:Family
Adults:false:Magnus Senior:Margret Senior:Duddi:Frida:Kristinn:Hrefna:Asa:Bjorn:Dori Truss
Kids:false:Magnus Junior:Margret Junior:Magnus Dudda:Katrin:Jokull:Johannes:Solveig:Asthor:Kria
Family:false:Asa:Bjorn:Solveig:Asthor
Animals:true:Sheep:Bird:Dog:Fish
Impression:true:Beautiful
